id,demo_gender,demo_age,demo_relationshipstatus01,demo_children,demo_classstanding,demo_units,demo_gpa,demo_employed01,demo_employed02,demo_employed03,demo_incomehousehold,demo_incomepersonal,demo_politics,demo_religion,socialmedia_constantly,socialmedia_first,socialmedia_last,socialmedia_dumb,procrastinate_minute,procrastinate_plan,procrastinate_distracted,procrastinate_projects,procrastinate_pressure,procrastinate_concentrate,procrastinate_deadlines,procrastinate_management,procrastinate_task,outlook_expect,outlook_worst,outlook_wrong,deviance_play,deviance_activities,deviance_risks,deviance_cautious,deviance_told,deviance_new,deviance_rules,deviance_opposite,locus_luck,locus_work,locus_talent,locus_system,locus_people,personality_myself,personality_outgoing,personality_quiet,personality_exhausting,personality_center,personality_energizing,personality_rehearse,personality_groups,impulsivity_decisions,impulsivity_thinking,impulsivity_money,impulsivity_buy,impulsivity_options,family_enjoy,family_stress,family_sacrifices,family_like,family_secrets,family_fight,family_regularly,friends_enjoy,friends_stress,friends_sacrifices,friends_like,friends_secrets,friends_fight,friends_regularly,stress_relax,stress_sleep,stress_concentrate,stress_bed,stress_myself,stress_motivated,stress_emotions,stress_productive,stress_social,esteem_worth,esteem_qualities,esteem_failure,esteem_well,esteem_proud,esteem_satisfied,esteem_attitude,esteem_respect,esteem_useless,esteem_good,satisfaction_physical,satisfaction_mental,satisfaction_appearance,satisfaction_finances,satisfaction_housing,satisfaction_transportation,satisfaction_friends,satisfaction_family,satisfaction_education,satisfaction_career,satisfaction_freetime,demo_relationshipstatus02,conflictresolution_forgive,conflictresolution_grudges,conflictresolution_solve,conflictresolution_argue,significantother_committed,significantother_unhappy,significantother_wish,significantother_imagine,satisfaction_significantother,demo_employed04,jobsecurity_worry,jobsecurity_months,jobsecurity_people,jobsecurity_secure,jobsecurity_challenge,jobsatisfaction_enjoyable,jobsatisfaction_accomplishment,jobsatisfaction_waste,jobsatisfaction_proud,jobsatisfaction_bored,satisfaction_job,jobmobility_adequately,jobmobility_promoted,jobmobility_stuck,jobmobility_paid,jobmobility_opportunities,workdemands_breaks,workdemands_early,workdemands_complete,workdemands_think,workdemands_free,workdemands_easy,workdemands_late,workdemands_exhausting,supervisors_trouble,supervisors_me,supervisors_respect,supervisors_friends,supervisors_argue,supervisors_like,coworkers_trouble,coworkers_me,coworkers_respect,coworkers_friends,coworkers_argue,coworkers_like,wis_time,wis_tired,satisfaction_performanceschool,siw_time,siw_tired,satisfaction_performancework
415,2,20,2,2,3,12,3.03,1,1,32,24000,8000,5,3,6,4,6,6,2,5,6,6,nan,1,2,5,6,1,6,1,5,1,3,6,6,2,1,1,1,6,6,1,6,6,4,1,6,4,1,1,3,6,6,4,4,4,6,1,6,6,2,2,5,6,1,5,5,5,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,1,1,1,6,6,6,2,2,6,6,6,6,6,6,2,4,4,4,4,3,2,3,4,2,1,4,4,3,3,4,2,3,4,5,4,4,2,3,5,3,4,3,3,4,3,3,4,3,4,2,3,3,4,3,4,3,3,3,3,4,4,3,3,3,3,3,3
416,2,20,1,1,2,12,3.7,2,1,nan,nan,500,4,2,3,2,2,2,2,4,3,3,2,2,2,5,4,3,2,3,5,2,3,5,3,2,2,2,2,5,4,3,2,3,5,5,2,2,5,4,2,2,2,4,3,4,6,2,5,6,2,2,5,6,2,5,6,2,2,5,2,2,2,2,2,2,2,2,2,5,5,2,5,2,5,5,2,2,2,5,5,5,5,5,5,6,6,6,5,6,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,2,5,5,5,5,3,3,3,3,5,4,4,2,5,5,5,5,1,4,5,2,5,5,5,1,1,6,6,1,6,1,1,6,6,2,6,1,1,5,5,5,4
417,2,22,1,2,2,17,3.4,1,1,10,9600,2000,6,6,5,4,5,4,5,4,5,2,5,4,2,2,2,5,5,3,5,2,5,4,5,2,4,5,4,4,2,5,2,5,3,6,5,3,3,3,1,1,1,4,2,4,3,6,4,4,6,5,3,5,1,5,5,3,1,5,6,6,6,4,5,5,5,5,3,5,5,5,4,4,2,2,6,5,5,2,2,2,2,2,5,5,3,4,5,3,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
418,2,20,1,2,3,15,4,1,2,nan,nan,nan,4,3,6,5,5,3,4,4,5,5,5,3,2,4,6,3,3,2,3,3,4,1,5,4,4,3,3,6,4,4,2,5,6,1,2,2,5,4,4,4,3,4,3,6,6,4,6,6,4,4,4,6,5,6,6,5,4,5,6,5,3,4,2,2,4,4,2,6,5,1,4,1,5,5,2,2,1,6,4,4,3,5,5,6,6,5,4,2,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
419,2,19,1,2,2,15,4,2,2,nan,nan,nan,2,5,5,5,5,2,2,5,5,3,2,4,2,5,4,2,4,2,5,2,2,5,4,3,2,2,4,6,5,3,4,4,5,2,3,5,4,2,2,3,4,6,2,4,6,1,5,6,2,3,5,6,2,5,6,4,4,6,2,4,4,6,2,4,5,2,2,5,5,2,5,2,6,6,2,4,2,6,5,5,5,5,5,6,6,6,5,3,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
420,2,22,1,2,4,13,3.1,1,1,35,nan,nan,5,2,5,5,5,3,5,4,4,4,5,5,4,4,4,5,5,5,5,5,5,4,6,5,2,2,1,6,5,3,2,5,5,2,5,3,5,5,5,5,4,4,5,5,6,5,6,6,2,4,6,5,2,2,5,2,3,6,5,5,5,5,5,5,5,5,5,6,6,1,6,1,6,6,2,1,1,2,2,2,5,4,4,5,5,6,6,2,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,2,5,5,5,3,5,5,1,5,1,5,5,1,1,1,1,5,1,4,4,3,3,5,6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5,5,5,5,5,5
421,2,20,2,2,3,16,3.4,1,1,15,30000,30000,5,4,6,3,6,4,5,6,4,3,5,3,2,3,5,1,5,3,6,2,4,6,3,4,1,1,2,5,4,5,2,6,4,4,3,2,4,4,2,4,3,5,3,6,6,4,6,6,2,4,6,5,5,3,5,5,5,3,5,4,5,5,5,5,6,3,6,5,5,2,5,1,6,6,2,2,1,1,2,4,2,2,5,2,6,6,6,4,2,6,4,5,5,6,2,3,5,6,1,5,5,2,3,2,5,6,1,6,2,5,4,3,2,5,2,2,4,3,6,2,2,2,5,2,1,5,3,1,5,1,1,5,4,1,5,4,4,4,3,5,4
422,2,21,2,2,4,12,3.67,1,1,27,nan,nan,5,3,5,4,5,3,4,5,4,4,4,2,1,5,5,4,3,2,5,1,4,6,4,4,1,1,1,6,6,4,2,6,5,3,2,1,5,4,2,3,1,5,2,6,6,4,6,6,4,2,4,5,4,4,6,4,2,5,5,2,4,2,1,2,1,1,2,6,6,1,6,1,6,6,1,1,1,2,4,5,1,2,6,6,6,5,6,1,2,6,1,6,1,6,1,1,6,6,1,1,5,6,6,1,5,5,1,5,1,5,5,6,1,5,1,1,1,1,1,1,4,1,5,1,1,6,3,1,6,1,1,6,4,1,6,5,4,4,4,4,5
423,2,31,1,2,3,15,3.75,1,1,nan,nan,nan,4,5,5,5,5,2,3,5,4,4,3,3,2,5,5,3,3,2,4,3,5,4,4,4,4,3,3,6,5,4,3,4,6,2,2,4,5,3,5,4,4,4,4,4,6,5,5,6,5,5,5,6,6,5,6,5,4,5,3,3,4,4,3,4,4,4,2,5,5,2,5,2,5,5,3,2,1,4,5,5,4,4,5,6,6,5,5,5,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,2,2,5,4,2,4,3,4,4,6,4,4,2,3,3,3,2,2,2,2,4,6,4,2,2,1,5,4,1,4,2,2,4,3,2,4,2,2,6,4,2,4
424,2,25,2,2,4,7,3.8,1,1,40,nan,20000,4,5,2,2,2,5,6,4,4,3,5,5,4,3,5,4,3,3,4,2,3,5,4,2,1,2,4,4,4,4,3,4,3,4,4,2,3,4,2,2,2,3,4,4,6,5,5,6,2,5,5,5,3,4,5,3,3,4,5,5,5,4,2,4,2,4,3,4,4,3,4,4,3,3,4,5,5,3,3,2,2,2,3,4,5,4,3,3,2,5,2,5,2,6,1,1,5,5,1,5,4,5,5,5,5,4,3,4,4,3,4,3,4,3,5,4,2,2,4,4,4,2,3,3,3,4,3,3,4,3,3,5,5,2,5,4,4,3,3,3,3
425,2,22,2,2,3,13,3.2,1,1,15,nan,10000,5,3,4,5,5,4,4,5,5,3,1,2,3,5,2,5,4,2,4,4,4,5,6,2,4,5,4,5,5,2,6,4,4,2,4,1,4,4,2,4,4,2,4,3,6,4,6,6,3,2,6,5,4,4,4,4,4,4,4,2,5,2,2,2,2,3,2,3,4,2,4,4,3,2,5,5,5,4,4,4,3,5,5,4,6,5,4,4,2,5,3,5,2,5,1,1,4,5,1,2,4,5,5,2,4,4,2,5,3,4,4,5,2,2,4,2,2,2,2,5,5,2,2,1,2,5,5,2,5,2,2,4,5,3,4,3,3,5,4,4,5
426,2,19,2,2,2,12,3.88,1,1,30,99999,nan,5,5,6,6,5,4,1,6,5,4,2,2,1,6,5,6,6,4,6,2,2,4,5,2,1,2,3,4,6,2,4,6,3,3,5,1,4,2,2,2,5,6,2,4,4,4,5,5,1,1,6,5,5,5,5,3,1,5,3,5,1,4,1,2,2,2,4,4,4,1,4,4,5,2,5,6,4,3,4,4,5,5,5,5,5,5,5,3,2,6,2,5,2,6,1,1,6,6,1,1,4,6,6,2,5,3,4,3,3,4,2,4,6,2,5,2,2,2,4,3,4,2,5,1,1,5,5,1,5,1,1,3,5,4,5,5,5,4,2,4,4
427,2,19,2,2,2,13,3.8,1,1,15,nan,nan,5,4,5,4,5,5,4,5,5,5,5,5,2,5,5,2,1,1,3,3,4,4,4,4,4,3,2,4,4,5,5,5,5,2,3,5,5,5,5,3,3,5,2,5,5,4,5,5,2,3,5,5,4,4,4,4,2,5,3,4,4,5,2,3,3,4,4,5,5,2,5,2,5,5,2,3,2,3,3,2,5,5,5,4,5,5,5,5,2,6,3,6,4,5,2,3,4,5,1,3,4,5,4,1,4,3,4,5,5,5,5,2,3,2,5,nan,nan,nan,nan,nan,nan,nan,nan,2,2,5,4,2,5,2,nan,nan,nan,nan,nan,2,2,4,2,5,5
428,2,20,2,2,3,13,3,1,1,20,nan,16000,6,4,2,2,5,4,2,5,4,3,3,2,1,5,6,2,2,2,5,2,2,6,3,4,2,2,4,5,6,5,1,5,2,5,4,1,4,4,2,2,2,5,2,5,5,2,6,6,3,2,2,6,4,6,6,2,1,5,4,5,5,2,2,3,2,2,2,5,5,2,4,2,5,5,2,3,3,2,4,5,5,4,6,5,6,5,5,2,2,6,1,5,2,5,2,4,2,5,1,1,5,5,4,2,5,5,2,4,2,5,5,2,2,4,5,5,5,4,4,2,2,5,4,1,1,5,4,1,5,1,1,5,5,1,5,6,6,3,2,4,5
429,2,21,1,2,4,15,3.7,1,1,15,nan,nan,6,4,4,4,4,6,2,5,4,5,5,5,1,5,5,2,3,1,4,4,4,2,5,5,5,2,2,6,5,2,2,3,6,2,2,3,6,2,4,5,5,2,5,5,6,2,6,6,2,2,5,6,3,6,6,2,2,6,4,1,1,1,1,1,1,1,1,6,6,2,5,2,5,5,1,1,1,5,5,5,5,5,5,5,5,5,5,2,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,2,3,5,5,2,5,5,2,5,5,5,5,5,2,5,2,3,3,2,1,4,5,5,2,2,1,6,4,1,5,2,1,6,6,1,6,4,2,4,2,4,4
430,1,21,2,2,4,12,nan,1,1,25,55000,30000,5,6,4,2,2,4,2,5,4,4,3,1,2,5,5,5,4,4,3,5,5,3,5,3,5,3,4,5,5,6,5,3,5,2,4,4,4,2,2,5,4,4,4,5,6,4,5,6,6,2,4,5,4,4,5,2,3,5,5,5,4,5,3,4,4,4,2,5,5,2,5,2,4,4,2,2,2,3,4,5,2,3,4,4,4,4,4,3,2,4,4,5,5,6,3,3,5,6,1,1,3,2,4,2,4,5,4,4,3,4,1,2,4,3,5,2,2,2,4,4,4,2,4,2,2,5,5,2,5,1,1,5,6,2,6,3,4,4,4,3,5
431,1,24,2,2,2,13,3.2,1,2,nan,90000,20000,5,5,1,2,3,2,3,2,4,5,5,3,4,2,4,2,2,2,5,2,3,2,3,5,2,1,4,5,3,2,2,2,5,2,1,5,6,1,4,5,5,1,5,4,5,2,5,6,5,1,5,6,2,5,6,3,1,5,5,5,4,3,4,5,3,4,4,5,5,1,4,2,6,6,4,2,1,4,5,5,2,6,4,5,5,2,3,5,2,nan,nan,nan,nan,6,1,1,5,6,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
432,2,29,2,2,4,12,3.2,1,1,40,40000,40000,5,3,5,4,3,4,5,5,3,4,4,3,2,3,5,2,2,2,5,3,4,4,5,6,3,3,3,5,4,4,2,5,4,5,5,1,3,1,1,4,3,3,4,4,6,4,6,6,2,3,6,6,4,6,6,2,1,6,4,4,2,1,1,2,1,1,1,5,5,1,5,2,5,5,2,2,2,3,5,4,2,2,6,6,6,4,4,4,2,4,3,4,2,6,2,1,6,6,1,1,5,4,6,1,4,3,3,4,4,4,2,4,4,2,4,1,1,1,1,4,6,1,1,1,1,5,2,2,4,1,1,6,4,1,3,4,4,4,1,4,6
433,1,19,2,2,3,15,3.2,1,1,35,80000,20000,3,4,4,4,4,4,4,3,3,4,4,4,3,4,4,3,4,3,3,4,4,4,3,4,3,3,2,5,3,3,4,5,5,5,2,2,4,4,3,3,3,5,2,5,5,2,5,5,4,3,3,5,3,4,5,4,2,4,2,2,5,5,4,4,4,4,4,3,4,2,4,5,2,2,3,5,5,2,2,2,4,4,2,4,4,4,3,3,2,5,3,3,3,5,2,2,4,4,1,2,4,4,4,2,5,4,3,3,4,3,5,5,3,4,3,3,3,3,3,3,4,4,4,4,4,4,4,3,3,3,3,5,5,2,4,3,3,4,3,3,4
434,2,20,1,2,3,13,3.6,1,1,nan,90000,10000,6,6,6,4,5,6,4,6,4,4,2,3,2,4,4,2,5,3,4,3,2,5,5,3,3,3,2,5,4,6,2,6,4,6,6,1,2,5,1,2,2,5,1,6,5,4,4,5,5,3,5,6,3,5,6,3,2,4,5,6,6,6,3,5,3,2,4,5,5,2,5,2,5,4,3,2,5,5,3,3,3,5,nan,5,5,5,4,4,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,2,5,6,5,4,3,4,3,4,5,4,3,3,4,3,5,2,2,2,2,2,3,4,5,1,1,5,4,1,5,1,1,6,5,1,5,3,4,4,4,5,5
435,1,19,2,1,2,13,3.7,1,1,20,35000,8000,3,3,4,5,5,5,5,6,5,4,5,5,4,4,6,6,6,6,4,5,6,1,5,4,6,5,1,6,6,6,2,6,5,5,4,5,6,4,5,4,4,6,4,6,6,5,6,6,6,5,5,6,4,5,6,6,4,4,6,6,6,4,6,5,5,5,6,6,5,1,6,2,5,5,1,3,1,3,6,6,1,3,2,5,6,5,5,1,2,5,2,5,2,6,1,6,1,6,1,1,6,6,6,1,5,5,4,5,6,6,3,1,4,1,2,4,3,1,5,5,5,3,5,3,1,5,5,1,5,2,2,5,6,1,5,5,5,6,4,5,6
436,1,19,2,2,2,17,3.8,2,2,nan,nan,nan,5,3,5,5,5,4,2,5,4,4,5,4,1,5,5,3,5,2,5,3,4,5,5,5,1,1,1,6,2,4,3,4,5,3,2,4,5,3,4,4,3,4,4,5,5,2,6,6,2,4,4,5,2,6,6,3,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,4,4,4,3,5,3,3,3,3,5,6,4,5,2,2,5,2,5,4,6,1,2,6,6,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
437,1,21,2,2,4,16,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,6,2,6,4,5,2,2,1,6,5,5,4,5,3,5,3,2,2,2,2,2,5,5,3,2,6,2,6,2,1,4,2,2,2,5,5,4,4,5,3,5,5,5,5,2,5,5,5,5,5,2,3,6,5,5,5,2,5,2,5,5,5,5,2,5,2,5,5,2,5,2,4,4,5,5,5,5,5,5,3,4,5,2,5,2,5,2,6,1,1,6,6,1,1,5,5,5,2,4,2,6,2,5,4,2,1,5,1,5,3,2,2,1,5,5,2,3,2,2,5,5,2,5,2,2,2,5,2,4,2,5,2,2,2,2
438,2,19,1,2,3,15,3,1,1,25,nan,nan,2,3,5,4,5,2,3,6,5,5,5,1,1,6,5,4,5,2,4,3,4,4,3,4,2,2,2,6,5,3,5,4,6,4,4,4,4,2,3,4,2,6,3,6,6,5,5,5,5,5,5,6,5,5,5,5,3,6,3,5,2,2,2,2,2,2,2,6,6,1,6,1,6,6,1,1,1,4,6,5,5,5,5,5,5,5,5,5,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,1,6,6,6,2,6,6,2,5,4,5,5,6,2,4,2,4,2,2,2,3,4,4,4,1,1,5,4,2,5,1,1,5,6,2,6,2,2,5,3,2,5
439,1,18,2,2,1,14,3.2,1,1,20,nan,2400,3,1,4,5,5,2,5,4,5,2,5,3,4,3,3,4,3,3,3,4,5,4,5,4,4,5,4,6,6,2,2,6,6,3,2,5,5,4,4,5,3,5,5,4,6,4,5,5,5,3,4,6,4,5,5,5,3,3,4,6,6,6,1,5,3,3,3,6,5,3,4,3,3,3,3,4,3,2,2,3,3,5,5,4,5,4,3,3,2,5,2,6,4,5,3,3,5,6,1,4,5,5,3,3,5,3,3,3,4,4,4,5,3,4,4,3,4,3,4,3,2,5,6,2,2,5,4,2,4,2,2,5,6,2,4,4,4,3,3,5,4
440,2,22,1,2,4,12,3.4,1,1,37,70000,18000,nan,2,6,4,5,6,6,2,6,5,5,3,1,1,1,1,4,3,5,2,2,4,6,3,5,3,2,6,6,5,2,5,5,3,1,4,4,4,4,4,4,1,6,3,6,2,6,6,3,4,6,6,2,3,6,3,1,5,3,2,nan,3,5,5,5,5,5,5,5,3,4,1,5,5,4,2,2,4,5,4,3,5,6,6,6,6,6,6,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,2,2,5,3,2,2,2,3,4,1,4,5,5,5,6,1,1,1,1,1,1,4,1,5,1,1,6,5,1,5,1,1,6,6,1,6,1,4,4,1,1,4
441,2,19,2,2,2,16,3.6,1,1,20,nan,nan,nan,nan,5,1,4,3,6,2,4,1,5,4,2,3,4,2,5,4,4,3,2,5,6,4,4,3,3,6,6,5,3,4,4,5,4,3,4,1,2,3,3,1,6,3,6,1,6,6,3,1,4,4,3,5,5,6,4,2,5,6,4,4,3,4,5,4,4,6,6,1,6,5,4,4,6,2,3,1,4,3,3,6,6,3,5,4,3,2,2,5,1,5,5,6,1,1,6,6,1,4,6,6,5,2,4,5,2,4,5,4,4,1,2,1,3,1,1,1,4,4,3,1,5,1,1,5,1,1,4,1,1,6,6,1,6,4,6,4,1,6,4
442,2,20,1,2,3,15,3.7,1,1,12,nan,200,4,3,6,5,5,5,5,3,6,1,1,6,5,1,2,3,5,4,3,4,4,2,4,2,3,3,4,4,6,5,4,4,4,3,5,4,2,4,2,4,5,2,4,4,3,6,5,5,6,5,2,4,4,4,5,5,2,3,6,6,6,6,6,6,6,6,6,2,2,5,1,5,2,2,5,6,6,1,1,1,1,2,5,4,5,5,4,2,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,5,4,5,3,4,5,4,2,4,4,5,4,4,3,2,5,4,4,5,4,1,2,1,3,3,3,4,4,1,4,2,2,4,4,1,4,4,4,1,4,4,4
443,2,21,1,2,3,15,3.4,1,1,27,nan,7000,6,5,4,3,5,4,2,5,4,4,3,3,2,5,5,3,3,3,4,2,4,4,4,4,3,2,2,4,3,4,3,6,4,4,4,2,2,4,2,4,3,5,3,4,6,2,6,6,3,2,3,6,2,5,6,2,2,5,4,4,3,5,1,4,2,3,3,5,5,1,4,2,5,5,2,2,2,5,5,5,5,5,5,5,5,5,5,2,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,1,3,6,5,1,4,4,3,4,5,4,4,4,4,4,4,3,nan,nan,nan,nan,nan,nan,nan,2,2,5,2,1,5,1,1,5,5,1,5,4,4,4,4,6,5
444,1,21,1,2,3,12,3.2,1,1,18,10000,5000,5,3,4,4,4,4,3,4,3,4,3,4,3,4,4,4,4,4,4,4,4,4,3,2,4,4,5,4,5,4,3,4,4,4,4,4,5,5,5,4,4,5,5,5,4,4,4,4,3,3,4,5,5,4,5,3,4,5,3,2,2,2,2,2,2,2,2,4,3,4,4,4,5,5,5,5,5,4,3,3,4,4,4,3,4,4,4,4,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,2,4,4,4,2,5,5,5,5,5,5,5,5,5,5,5,2,2,2,3,3,4,4,4,1,1,4,3,3,3,4,4,4,4,3,3,2,3,5,3,4,5
445,2,23,2,1,3,12,2.89,1,1,15,85000,60000,3,2,6,5,5,4,4,5,5,4,5,5,2,3,5,2,4,2,5,3,4,5,5,3,2,4,4,6,4,5,3,5,4,3,4,4,4,5,2,3,4,5,2,6,5,4,6,6,4,2,5,5,4,6,6,4,2,4,6,6,6,6,6,6,6,6,4,6,6,1,5,1,4,4,5,3,2,2,3,3,3,2,5,4,5,4,2,5,2,5,4,5,2,6,3,4,5,4,1,1,5,4,5,2,4,2,4,2,3,2,5,2,4,2,5,2,2,2,3,4,4,2,6,3,2,5,5,2,5,1,1,5,5,2,5,4,3,3,4,2,5
446,2,22,1,2,4,13,2.8,1,1,20,1400,200,4,3,6,6,6,5,5,3,6,4,6,6,4,4,4,4,4,4,5,3,3,6,5,6,5,6,3,5,6,6,6,5,5,4,5,4,5,5,4,4,5,6,5,4,6,4,6,6,5,3,5,6,4,5,6,2,4,6,5,5,6,6,4,6,5,6,5,5,4,2,4,3,4,4,5,3,3,3,3,3,3,4,4,5,5,6,4,5,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,2,5,5,4,3,5,4,2,4,5,5,4,4,3,4,5,3,3,3,3,4,4,4,3,2,4,4,5,2,5,2,2,4,4,2,4,5,5,5,4,4,4
447,2,28,2,2,4,12,3.2,1,1,15,75000,40000,5,2,2,1,1,5,1,5,5,5,5,5,1,5,4,3,1,3,5,3,4,4,6,4,3,4,1,6,5,5,4,6,6,1,1,4,4,3,3,5,4,4,5,4,4,4,5,5,4,4,2,4,4,5,5,4,3,4,5,1,2,2,2,2,2,2,2,6,6,1,6,1,6,6,1,1,1,4,6,4,5,6,6,6,6,6,6,6,2,6,1,6,1,6,1,1,6,6,1,2,6,5,5,1,6,6,1,6,1,6,6,1,1,6,6,6,6,6,1,1,1,6,6,1,3,4,1,1,4,1,1,6,6,1,6,1,1,6,5,4,6
448,1,22,2,2,4,14,3.6,1,1,16,6000,6000,3,2,5,5,4,4,3,5,6,4,5,4,2,4,5,3,1,2,4,4,5,4,2,5,2,1,1,6,5,5,1,5,6,1,1,4,5,1,3,4,2,2,5,4,5,2,6,6,4,4,2,5,5,6,6,4,4,6,3,2,4,2,2,4,2,3,2,6,5,4,5,2,4,6,1,2,2,2,5,4,2,4,4,6,6,4,4,5,2,5,1,5,4,5,1,2,5,6,1,2,3,5,5,2,6,6,1,5,4,4,1,2,4,2,4,4,5,3,4,6,4,3,2,2,1,6,5,2,5,1,1,6,6,2,5,4,2,3,4,4,4
449,1,23,1,2,1,13,nan,1,2,nan,38000,38000,3,3,4,5,2,5,4,5,6,2,5,3,2,5,4,4,3,2,5,2,5,5,3,4,3,2,3,6,6,6,3,5,3,4,3,2,5,4,4,5,3,6,3,5,6,2,6,6,2,1,6,5,1,4,5,3,2,5,3,1,6,6,2,6,3,5,5,5,5,2,5,2,5,5,3,2,5,4,5,4,5,6,6,5,6,4,3,4,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
450,2,20,2,2,3,14,3,1,1,nan,50000,13000,6,2,1,1,1,1,4,5,6,5,5,2,3,5,6,6,6,6,5,5,5,nan,2,3,nan,2,3,6,4,2,2,5,6,6,3,2,3,2,2,1,4,2,3,6,2,4,1,4,5,1,3,5,2,3,4,3,6,4,6,6,6,6,5,5,5,5,5,5,5,5,5,5,4,3,2,3,1,6,1,2,4,6,2,4,3,3,3,1,2,6,1,6,1,6,1,1,6,6,1,6,1,6,1,6,5,4,4,4,6,4,nan,1,1,4,1,5,1,1,1,1,6,6,1,1,1,1,6,6,6,6,1,1,6,6,6,6,6,1,6,6,6
451,3,18,2,2,1,15,4,1,1,14,30000,1000,5,2,5,5,5,1,5,4,6,2,6,5,1,3,1,5,6,6,4,5,5,6,5,5,5,6,2,5,5,4,2,6,2,6,6,1,1,6,1,6,4,1,6,5,6,5,6,5,6,6,6,6,2,6,6,4,1,6,6,6,6,6,4,6,6,6,6,1,4,1,2,6,1,1,6,6,6,1,1,1,1,1,4,6,5,4,4,5,2,4,4,4,1,5,1,1,4,4,1,1,6,5,5,6,6,4,1,5,4,5,6,3,3,1,4,2,2,2,2,3,4,4,4,1,1,6,6,1,6,1,1,6,6,1,6,1,4,3,1,4,4
452,1,19,1,2,2,15,3.5,1,1,30,50000,5000,6,2,4,2,4,2,6,4,6,5,5,2,2,3,5,2,2,1,4,2,4,2,6,2,4,2,4,6,4,6,3,5,5,2,4,2,6,4,2,4,3,1,6,4,5,5,6,5,5,4,5,6,5,5,5,4,2,5,2,1,4,6,2,4,2,4,2,6,6,1,6,1,6,6,1,2,2,4,6,5,4,5,6,6,6,6,6,5,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,6,6,6,5,1,5,4,1,5,1,4,6,4,1,6,3,4,1,1,1,4,4,2,5,2,2,5,4,2,4,1,1,5,5,4,5,5,4,3,2,5,5
453,2,19,1,2,2,14,3.2,1,1,35,nan,nan,4,5,4,4,4,4,4,5,3,4,3,3,3,5,5,4,4,3,3,4,5,3,5,5,5,5,2,5,5,5,5,5,5,5,5,5,3,3,3,5,3,4,3,4,5,4,6,6,6,2,5,5,5,5,5,3,3,5,5,5,5,5,4,5,5,5,3,5,5,2,5,2,5,5,5,5,5,2,2,4,2,2,4,3,6,4,2,3,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,6,2,2,5,6,1,4,2,5,4,4,2,4,4,4,2,2,2,2
