age,marital status,number of children,ideal number of children,sex,sexual orientation,race,ethinicity,political views,religious preference,religious services attend,abortion opinion,sexual education,homosexual opinion,tv hours,email hours,relax hours,work related racism,work satisfaction,life satisfaction,poor mental health,confidence in government,ballot
22,Never married,0,2,FEMALE,.i:  Inapplicable,White,WHITE,Slightly liberal,Catholic,2,2,Favor,4,0,3,5,2,2,7,4,-100,1
77,Married,1,3,FEMALE,.i:  Inapplicable,Other,HISPANIC,Conservative,Catholic,8,-100,Oppose,-100,4,4,5,2,3,8,0,-100,2
18,Never married,0,3,FEMALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,"Moderate, middle of the road",Catholic,4,2,Favor,4,3,1,-100,-100,2,-100,-100,2,1
20,Never married,0,4,FEMALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,"Moderate, middle of the road",Protestant,3,2,Favor,4,1,5,0,2,2,6,15,-100,1
79,Widowed,2,-100,FEMALE,Heterosexual or straight,White,WHITE,Liberal,Catholic,8,-100,.i:  Inapplicable,4,-100,-100,-100,-100,1,-100,-100,3,3
21,Never married,0,-100,MALE,Heterosexual or straight,Black,BLACK OR AFRICAN AMERICAN,Extremely conservative,Protestant,4,1,.i:  Inapplicable,4,-100,-100,8,2,2,6,2,-100,3
36,Divorced,0,8,MALE,.i:  Inapplicable,White,WHITE,Conservative,Christian,3,-100,Oppose,2,6,40,15,2,1,7,0,-100,1
34,Married,0,3,FEMALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,Conservative,Catholic,0,-98,Favor,1,2,3,3,2,2,6,0,-100,1
67,Divorced,4,4,MALE,Heterosexual or straight,Other,SOME OTHER RACE,"Moderate, middle of the road",Protestant,7,-100,Favor,-100,8,1,-100,-100,-100,-100,-100,1,2
42,Married,1,-100,FEMALE,.i:  Inapplicable,White,WHITE,Liberal,None,0,1,Favor,4,4,6,6,2,1,8,30,-100,1
22,Never married,0,8,MALE,.i:  Inapplicable,Other,SOME OTHER RACE,"Moderate, middle of the road",Catholic,2,-100,Favor,4,1,2,1,2,2,6,7,-100,1
39,Married,5,5,MALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,Extremely conservative,Muslim/islam,8,-100,Favor,-100,1,0,3,2,2,7,0,1,2
24,Divorced,0,2,FEMALE,.i:  Inapplicable,Other,HISPANIC,Liberal,None,0,-100,Favor,4,2,1,4,2,2,8,5,3,1
23,Never married,0,3,FEMALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Protestant,3,1,Favor,4,4,90,-100,-100,2,-100,-100,-100,1
78,Widowed,2,2,MALE,.i:  Inapplicable,White,WHITE,Conservative,Protestant,8,-100,Favor,-100,2,4,-100,-100,-100,-100,-100,2,2
39,Divorced,5,3,FEMALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",None,2,-100,Favor,4,2,3,0,2,3,6,14,3,1
70,Divorced,5,3,FEMALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Protestant,0,-98,Favor,2,12,1,-100,-100,-100,-100,-100,2,1
66,Married,0,2,MALE,.i:  Inapplicable,White,WHITE,Conservative,Protestant,4,-100,.d:  Do not Know/Cannot Choose,1,3,1,-100,-100,-100,-100,-100,-100,1
36,Married,1,4,MALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,"Moderate, middle of the road",Muslim/islam,7,-100,Favor,1,1,3,2,-98,3,8,0,-100,1
39,Married,2,-100,FEMALE,Heterosexual or straight,White,WHITE,Conservative,Protestant,5,2,.i:  Inapplicable,1,-100,-100,0,2,3,6,8,2,3
25,Married,2,-100,FEMALE,Heterosexual or straight,Other,VIETNAMESE,"Moderate, middle of the road",None,2,-100,.i:  Inapplicable,4,-100,-100,6,2,1,10,0,2,3
65,Never married,0,-100,MALE,Heterosexual or straight,White,WHITE,Slightly liberal,Other,7,1,.i:  Inapplicable,4,-100,-100,-100,-100,-100,-100,-100,-100,3
89,Never married,0,8,FEMALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Catholic,7,2,Favor,1,3,0,-100,-100,-100,-100,-100,-97,1
27,Never married,0,0,MALE,Bisexual,White,WHITE,Liberal,None,1,-100,Favor,-100,1,2,5,2,1,10,1,-100,2
47,Divorced,3,-100,FEMALE,Bisexual,White,WHITE,"Moderate, middle of the road",None,0,-100,.i:  Inapplicable,4,-100,-100,-100,-100,-100,-100,-100,-100,3
43,Never married,3,2,MALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,"Moderate, middle of the road",None,4,2,Favor,1,7,12,7,2,2,8,0,-100,1
47,Married,5,2,MALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,Extremely conservative,Muslim/islam,0,1,Oppose,1,1,-98,8,-98,-98,6,-98,1,1
45,Married,2,2,FEMALE,Heterosexual or straight,Other,HISPANIC,Extremely liberal,Protestant,1,-100,Favor,-100,3,0,-100,-100,1,-100,-100,-100,2
34,Married,2,3,MALE,.i:  Inapplicable,White,WHITE,Extremely conservative,Catholic,6,2,Oppose,1,1,5,-100,-100,-100,-100,-100,-100,1
72,Married,2,2,FEMALE,.i:  Inapplicable,White,WHITE,Liberal,Protestant,7,-100,Favor,4,2,1,-100,-100,-100,-100,-100,-100,1
18,Never married,0,-100,FEMALE,Heterosexual or straight,White,WHITE,Slightly liberal,Other,2,-100,.i:  Inapplicable,4,-100,-100,-100,-100,-100,-100,-100,-100,3
63,Married,0,-100,MALE,Heterosexual or straight,White,WHITE,Conservative,Protestant,0,-100,.i:  Inapplicable,4,-100,-100,3,2,1,10,0,-100,3
63,Married,2,-100,FEMALE,Heterosexual or straight,White,WHITE,Slightly conservative,Catholic,3,1,.i:  Inapplicable,4,-100,-100,-100,-100,-100,-100,-100,2,3
36,Married,2,8,FEMALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Protestant,3,-100,Favor,-100,1,1,-100,-100,2,-100,-100,-100,2
79,Widowed,3,8,FEMALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Christian,3,-100,Favor,-100,2,3,-100,-100,-100,-100,-100,-100,2
55,Married,2,2,MALE,.i:  Inapplicable,White,WHITE,Extremely liberal,None,1,-100,Favor,-100,1,3,2,2,1,9,1,1,2
46,Divorced,2,-100,MALE,Heterosexual or straight,White,WHITE,Conservative,Protestant,5,2,.i:  Inapplicable,4,-100,-100,3,2,1,9,5,-100,3
81,Married,3,3,FEMALE,.i:  Inapplicable,White,WHITE,Conservative,Protestant,0,-100,Oppose,-100,5,0,-100,-100,-100,-100,-100,-100,2
68,Widowed,2,3,MALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Protestant,0,-100,Favor,-100,8,0,-100,-100,-100,-100,-100,-100,2
50,Married,2,-100,MALE,Heterosexual or straight,Black,BLACK OR AFRICAN AMERICAN,Conservative,Christian,2,2,.i:  Inapplicable,2,-100,-100,2,2,1,-98,-97,-100,3
40,Never married,1,-100,MALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Protestant,5,-100,Favor,4,0,3,2,2,1,7,3,2,1
52,Married,3,8,MALE,.i:  Inapplicable,White,WHITE,Slightly liberal,Other,0,-100,Favor,4,2,0,-100,-100,2,-100,-100,1,1
27,Married,1,2,FEMALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",None,0,-100,Favor,-100,1,2,-100,-100,1,-100,-100,2,2
38,Married,2,8,FEMALE,.i:  Inapplicable,White,WHITE,Liberal,.d:  Do not Know/Cannot Choose,0,-100,Favor,4,1,5,2,2,3,-98,0,-100,1
27,Never married,1,2,FEMALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",None,0,-100,Favor,-100,1,5,2,2,4,5,20,3,2
47,Divorced,4,-100,FEMALE,Heterosexual or straight,White,WHITE,Conservative,Protestant,3,2,.i:  Inapplicable,1,-100,-100,3,2,2,6,0,3,3
39,Married,2,8,MALE,.i:  Inapplicable,White,WHITE,Extremely liberal,None,0,1,Favor,4,0,1,2,2,2,7,0,-100,1
67,Divorced,3,-100,FEMALE,Heterosexual or straight,White,WHITE,Extremely conservative,Protestant,2,-100,.i:  Inapplicable,4,-100,-100,-100,-100,-100,-100,-100,-100,3
48,Married,2,8,FEMALE,Heterosexual or straight,Other,ASIAN INDIAN,Conservative,Hinduism,8,-100,Oppose,-100,1,1,-100,-100,2,-100,-100,-100,2
60,Married,1,8,FEMALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Protestant,7,-100,Favor,3,1,1,2,-97,2,9,0,2,1
62,Married,0,-100,MALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",None,0,1,.i:  Inapplicable,4,-100,-100,-100,-100,-100,-100,-100,1,3
58,Never married,0,-100,FEMALE,Heterosexual or straight,White,WHITE,Liberal,Protestant,0,-100,.i:  Inapplicable,4,-100,-100,3,2,2,5,10,2,3
59,Divorced,2,2,FEMALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",None,0,1,Favor,4,24,1,-100,-100,1,-100,-100,-100,1
21,Married,0,2,FEMALE,Bisexual,White,WHITE,Slightly conservative,Protestant,5,-100,Favor,-100,2,1,-100,-100,-100,-100,-100,2,2
72,Divorced,1,8,FEMALE,.i:  Inapplicable,White,WHITE,Conservative,Protestant,8,2,Oppose,1,6,3,20,2,2,10,1,2,1
20,Never married,0,1,FEMALE,Heterosexual or straight,White,WHITE,Slightly liberal,Other,0,-100,Favor,-100,10,1,4,2,2,9,5,3,2
-99,Never married,0,-100,MALE,Heterosexual or straight,White,WHITE,Slightly liberal,Protestant,5,-100,.i:  Inapplicable,1,-100,-100,5,2,2,8,0,-100,3
20,Never married,0,2,FEMALE,Bisexual,White,WHITE,Liberal,None,0,-100,Favor,-100,1,1,5,2,1,7,6,-100,2
61,Divorced,3,2,MALE,.i:  Inapplicable,White,WHITE,Slightly liberal,None,2,-100,Favor,4,2,1,14,2,2,7,0,-100,1
52,Married,2,-100,MALE,Heterosexual or straight,White,WHITE,Liberal,None,0,1,.i:  Inapplicable,4,-100,-100,3,2,1,9,0,-100,3
39,Never married,1,8,MALE,.i:  Inapplicable,White,WHITE,.d:  Do not Know/Cannot Choose,Protestant,0,2,Favor,1,2,7,15,2,1,8,0,-100,1
80,Widowed,0,2,FEMALE,Heterosexual or straight,White,WHITE,Conservative,Protestant,4,-100,Favor,-100,10,1,-100,-100,-100,-100,-100,-100,2
54,Divorced,3,-100,MALE,Heterosexual or straight,White,WHITE,Conservative,Protestant,1,-100,.i:  Inapplicable,4,-100,-100,1,2,2,7,0,2,3
71,Never married,0,-100,FEMALE,Heterosexual or straight,White,WHITE,Liberal,Protestant,2,-100,.i:  Inapplicable,4,-100,-100,-100,-100,-100,-100,-100,1,3
55,Divorced,0,2,MALE,.i:  Inapplicable,Other,AMERICAN INDIAN OR ALASKA NATIVE,"Moderate, middle of the road",Protestant,0,-100,Favor,4,0,0,-100,-100,1,-100,-100,3,1
29,Never married,3,3,FEMALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",None,0,-100,Favor,4,0,40,1,2,2,8,0,-100,1
21,Never married,0,2,MALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Protestant,8,2,Favor,1,0,0,4,2,2,8,0,3,1
75,Married,3,-100,FEMALE,Heterosexual or straight,White,WHITE,Conservative,Protestant,6,2,.i:  Inapplicable,1,-100,-100,-100,-100,-100,-100,-100,-100,3
68,Married,2,-100,FEMALE,Heterosexual or straight,White,WHITE,Slightly liberal,Protestant,6,1,.i:  Inapplicable,2,-100,-100,-100,-100,-100,-100,-100,2,3
75,Widowed,2,4,MALE,Heterosexual or straight,White,WHITE,Conservative,Catholic,7,-100,Favor,-100,8,1,-100,-100,-100,-100,-100,-100,2
74,Widowed,2,2,FEMALE,Heterosexual or straight,White,WHITE,Slightly liberal,Protestant,3,-100,Favor,-100,5,1,-100,-100,-100,-100,-100,-100,2
74,Married,2,3,FEMALE,.i:  Inapplicable,White,WHITE,Slightly liberal,Protestant,2,1,Oppose,4,3,1,-100,-100,-100,-100,-100,-100,1
72,Divorced,2,-100,MALE,Heterosexual or straight,White,WHITE,Conservative,Protestant,3,-100,.i:  Inapplicable,1,-100,-100,-100,-100,-100,-100,-100,-100,3
43,Married,1,-100,FEMALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",None,0,1,.i:  Inapplicable,4,-100,-100,-100,-100,2,-100,-100,2,3
47,Married,2,-100,MALE,Heterosexual or straight,White,WHITE,Conservative,Protestant,7,-100,.i:  Inapplicable,1,-100,-100,5,2,2,-98,0,3,3
37,Never married,0,-100,FEMALE,Heterosexual or straight,White,WHITE,Conservative,Protestant,7,2,.i:  Inapplicable,1,-100,-100,3,2,2,-98,-97,2,3
52,Married,2,2,FEMALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Protestant,7,-100,Favor,-100,1,0,3,2,2,-98,0,-100,2
65,Married,2,2,MALE,.i:  Inapplicable,White,WHITE,Conservative,Protestant,3,2,Favor,1,2,0,-100,-100,-100,-100,-100,-100,1
63,Divorced,0,4,MALE,.i:  Inapplicable,Other,SOME OTHER RACE,Conservative,Protestant,5,2,Oppose,1,4,0,4,2,1,8,0,2,1
36,Divorced,5,-100,FEMALE,Heterosexual or straight,White,WHITE,Conservative,Christian,3,-100,.i:  Inapplicable,4,-100,-100,-100,-100,4,-100,-100,-100,3
25,Never married,0,8,FEMALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Protestant,0,-100,Favor,-100,1,2,6,2,1,9,4,2,2
73,Married,2,8,MALE,.i:  Inapplicable,White,WHITE,Slightly liberal,Catholic,7,2,.d:  Do not Know/Cannot Choose,1,5,0,-100,-100,-100,-100,-100,-100,1
56,Married,2,2,MALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Protestant,0,-100,Favor,-100,15,20,8,2,1,-98,0,-100,2
43,Never married,3,2,MALE,.i:  Inapplicable,White,WHITE,Extremely conservative,None,0,-100,Favor,-100,2,30,4,2,4,4,30,-100,2
18,Never married,0,8,FEMALE,.i:  Inapplicable,White,WHITE,Extremely liberal,None,0,-100,Favor,4,4,0,8,2,1,8,10,1,1
67,Never married,0,3,FEMALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Catholic,4,-100,Favor,-100,3,3,-100,-100,-100,-100,-100,-100,2
40,Married,2,2,MALE,.i:  Inapplicable,White,WHITE,Slightly conservative,None,0,-100,Favor,-100,2,1,0,2,4,6,5,-100,2
64,Never married,0,-100,MALE,Heterosexual or straight,White,WHITE,Conservative,Protestant,0,2,.i:  Inapplicable,1,-100,-100,-100,-100,-100,-100,-100,2,3
59,Married,1,3,FEMALE,.i:  Inapplicable,White,WHITE,Conservative,Catholic,0,2,Favor,4,9,1,-100,-100,-100,-100,-100,3,1
74,Divorced,2,-100,FEMALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Protestant,0,1,.i:  Inapplicable,4,-100,-100,-100,-100,-100,-100,-100,-100,3
66,Widowed,5,8,FEMALE,Heterosexual or straight,Black,BLACK OR AFRICAN AMERICAN,"Moderate, middle of the road",Protestant,1,-100,Favor,-100,5,0,-100,-100,1,-100,-100,-100,2
83,Widowed,2,-100,FEMALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Protestant,6,-100,.i:  Inapplicable,4,-100,-100,-100,-100,-100,-100,-100,1,3
54,Married,2,2,MALE,.i:  Inapplicable,White,WHITE,Slightly conservative,Protestant,3,-100,Oppose,-100,2,8,1,2,2,7,0,-100,2
80,Widowed,3,3,FEMALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",.n:  No answer,7,-100,Favor,-100,3,-100,-100,-100,-100,-100,-100,-100,2
72,Married,2,3,MALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Protestant,7,2,Favor,1,6,0,-100,-100,-100,-100,-100,2,1
68,Married,6,2,MALE,.i:  Inapplicable,White,WHITE,Conservative,Catholic,0,-100,Favor,-100,10,14,-100,-100,-100,-100,-100,-100,2
68,Separated,3,2,FEMALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Protestant,0,-100,Favor,-100,10,0,-100,-100,-100,-100,-100,3,2
64,Divorced,0,1,MALE,.i:  Inapplicable,White,WHITE,Conservative,Catholic,0,-100,Favor,1,3,10,-100,-100,-100,-100,-100,3,1
26,Never married,0,0,MALE,.i:  Inapplicable,White,WHITE,Conservative,Catholic,1,-100,Favor,4,0,0,4,2,2,9,0,-100,1
39,Married,2,8,MALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Protestant,7,-100,Favor,-100,1,1,-100,-100,-100,-100,-100,-100,2
52,Divorced,1,2,FEMALE,.i:  Inapplicable,White,WHITE,Slightly conservative,Catholic,1,-100,Favor,-100,10,60,3,2,1,8,2,-100,2
60,Married,3,3,MALE,Heterosexual or straight,Black,BLACK OR AFRICAN AMERICAN,Slightly liberal,Protestant,6,-100,Favor,-100,4,3,-100,-100,-100,-100,-100,1,2
23,Never married,0,2,FEMALE,.i:  Inapplicable,White,WHITE,Liberal,Protestant,3,-100,Favor,4,-98,5,-100,-100,2,-100,-100,2,1
31,Married,1,3,MALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Catholic,2,-100,Favor,-100,1,2,1,2,1,10,4,-100,2
72,Married,3,-100,FEMALE,Heterosexual or straight,White,WHITE,Slightly conservative,Catholic,1,-100,.i:  Inapplicable,2,-100,-100,-100,-100,-100,-100,-100,1,3
43,Married,1,2,MALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",None,0,-100,Favor,-100,2,2,2,2,1,8,0,2,2
31,Married,2,3,FEMALE,Heterosexual or straight,White,WHITE,Slightly conservative,Protestant,7,-100,.d:  Do not Know/Cannot Choose,-100,2,0,0,2,1,10,0,-100,2
40,Never married,0,3,MALE,Heterosexual or straight,Other,FILIPINO,"Moderate, middle of the road",Catholic,2,-100,Favor,-100,4,5,4,2,2,9,0,3,2
76,Married,1,3,MALE,Heterosexual or straight,White,WHITE,Conservative,Catholic,2,-100,Favor,-100,8,0,-100,-100,-100,-100,-100,-100,2
21,Never married,0,2,MALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,"Moderate, middle of the road",None,2,-100,Favor,-100,1,10,5,2,2,5,20,-100,2
51,Divorced,2,-100,FEMALE,Heterosexual or straight,White,WHITE,Slightly conservative,Protestant,1,2,.i:  Inapplicable,4,-100,-100,-100,-100,-100,-100,-100,-100,3
38,Never married,0,8,MALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Orthodox-christian,1,-100,Favor,-100,2,0,6,2,3,7,3,-100,2
78,Widowed,2,-100,FEMALE,Heterosexual or straight,White,WHITE,Slightly conservative,None,7,2,.i:  Inapplicable,1,-100,-100,-100,-100,-100,-100,-100,-100,3
30,Never married,4,2,FEMALE,Heterosexual or straight,Black,BLACK OR AFRICAN AMERICAN,"Moderate, middle of the road",Protestant,1,-100,Favor,-100,2,41,-100,-100,-100,-100,-100,-100,2
25,Never married,6,-100,FEMALE,Heterosexual or straight,White,WHITE,Conservative,None,2,1,.i:  Inapplicable,4,-100,-100,4,2,1,7,30,3,3
34,Never married,4,-100,FEMALE,Bisexual,Black,BLACK OR AFRICAN AMERICAN,"Moderate, middle of the road",Protestant,2,-100,.i:  Inapplicable,4,-100,-100,0,2,3,5,30,-100,3
24,Never married,2,2,MALE,.i:  Inapplicable,White,WHITE,Slightly conservative,Catholic,3,2,Favor,1,1,1,5,2,2,5,0,-100,1
30,Never married,0,2,FEMALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,Slightly conservative,None,0,-100,Oppose,-100,4,5,4,2,2,7,0,3,2
59,Widowed,1,-100,FEMALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",None,0,-100,.i:  Inapplicable,4,-100,-100,-100,-100,2,-100,-100,-100,3
42,Married,2,-100,FEMALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Catholic,2,1,.i:  Inapplicable,4,-100,-100,2,2,3,8,1,3,3
-99,Married,2,8,FEMALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",None,0,-100,Favor,-100,3,6,4,2,2,8,0,-100,2
43,Married,1,-100,MALE,Heterosexual or straight,White,WHITE,Slightly liberal,None,1,1,.i:  Inapplicable,4,-100,-100,2,2,1,-98,0,-100,3
58,Divorced,0,8,FEMALE,.i:  Inapplicable,White,WHITE,Liberal,Protestant,2,-100,Favor,4,6,10,5,2,1,8,2,1,1
36,Married,2,-100,FEMALE,Heterosexual or straight,White,WHITE,Extremely liberal,None,4,1,.i:  Inapplicable,4,-100,-100,3,2,2,7,10,-100,3
34,Never married,0,-100,MALE,"Gay, lesbian, or homosexual",White,WHITE,"Moderate, middle of the road",None,0,1,.i:  Inapplicable,4,-100,-100,4,2,1,5,20,-100,3
30,Never married,0,2,MALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",None,1,-100,Favor,-100,6,0,6,2,2,6,0,-100,2
66,Married,6,6,FEMALE,Heterosexual or straight,Black,BLACK OR AFRICAN AMERICAN,Slightly conservative,Catholic,8,-100,Favor,-100,4,7,-100,-100,-100,-100,-100,-100,2
62,Married,4,4,FEMALE,.i:  Inapplicable,Other,HISPANIC,Liberal,Catholic,0,-100,Favor,-100,10,0,0,2,1,10,3,-100,2
47,Married,2,2,MALE,.i:  Inapplicable,Other,VIETNAMESE,Liberal,None,0,1,Favor,4,2,6,1,2,3,7,10,-100,1
35,Married,2,8,MALE,.i:  Inapplicable,White,WHITE,Extremely liberal,None,0,1,Favor,4,6,20,1,2,3,8,20,-100,1
52,Married,2,8,FEMALE,.i:  Inapplicable,White,WHITE,Slightly conservative,Protestant,7,2,Oppose,1,0,7,2,2,1,9,4,3,1
43,Married,1,-100,MALE,Heterosexual or straight,White,WHITE,Slightly liberal,Protestant,7,1,.i:  Inapplicable,4,-100,-100,3,2,3,9,3,1,3
42,Married,2,2,FEMALE,.i:  Inapplicable,White,WHITE,Liberal,Catholic,5,-100,Favor,4,1,12,2,2,2,10,0,2,1
35,Married,3,-100,MALE,Heterosexual or straight,White,WHITE,Conservative,Protestant,4,-100,.i:  Inapplicable,1,-100,-100,1,2,1,10,0,-100,3
67,Married,1,-100,MALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Protestant,0,-100,.i:  Inapplicable,4,-100,-100,-100,-100,-100,-100,-100,2,3
33,Married,3,8,MALE,.i:  Inapplicable,White,WHITE,.s:  Skipped on Web,None,0,1,Favor,4,1,1,-100,-100,1,-100,-100,-100,1
66,Married,3,2,FEMALE,.i:  Inapplicable,White,WHITE,Liberal,Protestant,0,-100,Favor,4,4,0,4,2,2,8,0,-100,1
48,Married,2,8,MALE,.i:  Inapplicable,White,WHITE,Conservative,Catholic,4,-100,Favor,-100,2,12,4,2,2,9,0,1,2
45,Married,2,2,MALE,Heterosexual or straight,White,WHITE,Slightly liberal,None,0,-100,Favor,-100,1,20,1,2,1,8,0,-100,2
84,Married,2,8,FEMALE,Heterosexual or straight,White,WHITE,Liberal,Jewish,0,-100,Favor,-100,2,15,-100,-100,-100,-100,-100,1,2
48,Married,2,-100,FEMALE,Heterosexual or straight,White,WHITE,Liberal,Protestant,0,1,.i:  Inapplicable,4,-100,-100,5,2,2,9,0,-100,3
28,Never married,0,-100,MALE,Heterosexual or straight,White,WHITE,Conservative,Catholic,7,-100,.i:  Inapplicable,1,-100,-100,-100,-100,-100,-100,-100,1,3
26,Never married,0,3,MALE,Heterosexual or straight,White,WHITE,Slightly liberal,Catholic,3,-100,Favor,-100,2,3,4,2,2,9,5,-100,2
61,Widowed,2,2,FEMALE,.i:  Inapplicable,White,WHITE,Slightly conservative,Protestant,5,-100,Favor,4,1,2,-100,-100,1,-100,-100,-100,1
76,Divorced,0,2,MALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Protestant,0,-100,Favor,-100,0,1,-100,-100,-100,-100,-100,-100,2
21,Never married,0,3,MALE,.i:  Inapplicable,White,WHITE,Slightly liberal,Protestant,3,1,Favor,4,0,1,-100,-100,-100,-100,-100,1,1
66,Divorced,4,4,FEMALE,.i:  Inapplicable,White,WHITE,Slightly liberal,Catholic,3,-100,Favor,-100,3,4,15,2,2,9,0,2,2
83,Married,3,-100,FEMALE,Heterosexual or straight,White,WHITE,Extremely liberal,Protestant,2,1,.i:  Inapplicable,4,-100,-100,-100,-100,-100,-100,-100,1,3
20,Never married,0,3,FEMALE,.i:  Inapplicable,Other,SOME OTHER RACE,"Moderate, middle of the road",Orthodox-christian,2,-100,Favor,4,6,3,-100,-100,-100,-100,-100,2,1
77,Married,1,-100,MALE,Heterosexual or straight,White,WHITE,Liberal,None,0,-97,.i:  Inapplicable,4,-100,-100,-100,-100,-100,-100,-100,1,3
54,Married,2,8,MALE,.i:  Inapplicable,White,WHITE,Liberal,None,0,1,Favor,4,2,4,4,2,1,9,10,1,1
36,Married,0,2,FEMALE,.i:  Inapplicable,White,WHITE,Liberal,Catholic,6,1,Favor,4,2,10,3,2,2,8,10,-100,1
68,Married,2,-100,MALE,Heterosexual or straight,White,WHITE,Conservative,Protestant,0,-100,.i:  Inapplicable,1,-100,-100,-100,-100,-100,-100,-100,2,3
62,Divorced,4,8,FEMALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Catholic,3,-100,Favor,-100,2,5,4,2,3,9,2,1,2
70,Never married,0,2,FEMALE,.i:  Inapplicable,White,WHITE,Slightly conservative,Protestant,3,-100,Favor,-100,3,2,12,2,1,10,0,-100,2
42,Divorced,4,8,FEMALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Protestant,2,-100,Favor,-100,4,1,-100,-100,-100,-100,-100,-100,2
46,Divorced,3,3,FEMALE,Heterosexual or straight,White,WHITE,Slightly conservative,Protestant,2,-100,Favor,-100,4,1,2,2,1,6,10,-100,2
43,Divorced,3,-100,MALE,Heterosexual or straight,White,WHITE,Slightly conservative,Catholic,1,-100,.i:  Inapplicable,4,-100,-100,5,2,1,9,1,-100,3
27,Married,1,-100,FEMALE,Heterosexual or straight,White,WHITE,Conservative,Protestant,0,-100,.i:  Inapplicable,1,-100,-100,-100,-100,1,-100,-100,-100,3
40,Divorced,3,-100,MALE,Heterosexual or straight,.i:  Inapplicable,.n:  No answer,.s:  Skipped on Web,None,0,-100,.i:  Inapplicable,-97,-100,-100,-100,-100,-100,-100,-100,-100,3
72,Married,2,8,FEMALE,.i:  Inapplicable,White,WHITE,Liberal,Protestant,0,2,Favor,4,8,4,-100,-100,-100,-100,-100,1,1
31,Never married,0,-100,MALE,.d:  Do not Know/Cannot Choose,White,WHITE,Extremely liberal,None,0,-100,.i:  Inapplicable,4,-100,-100,4,2,4,6,0,-100,3
22,Never married,0,2,MALE,"Gay, lesbian, or homosexual",White,WHITE,"Moderate, middle of the road",Christian,0,-100,Favor,-100,3,3,6,2,2,7,25,2,2
68,Divorced,2,2,MALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Protestant,1,-100,Favor,-100,2,6,3,2,2,7,0,-100,2
33,Never married,2,8,FEMALE,.i:  Inapplicable,White,WHITE,Slightly conservative,None,0,-100,Favor,4,12,2,-100,-100,4,-100,-100,3,1
45,Married,2,2,MALE,.i:  Inapplicable,White,WHITE,Conservative,None,0,2,Favor,1,3,2,6,2,2,9,0,-100,1
65,Divorced,8,-100,MALE,Heterosexual or straight,White,WHITE,Slightly conservative,Christian,1,2,.i:  Inapplicable,2,-100,-100,-100,-100,-100,-100,-100,-100,3
36,Never married,2,-100,MALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",None,2,1,.i:  Inapplicable,4,-100,-100,7,2,1,8,0,3,3
