year,id_,labor_force_status,hours_per_week,marital_status,childs,age,education,sex,race,income,political_views,religious_preference,attends_religious_services,health,confidence_exec_branch,work_satisfaction,class_identification,abortion opinion,ideal_number_children,sex_education_opinion,homosexual_opinion,convicted,lockedup,tv_hours,confidence_god,email_hours,relax_hours,racism_work,poor_mental_health,sexual_orientation,ethnicify,ballot,life_rating,confidence_federal
2022,2578,1,None,Never married,0,20,12,FEMALE,White,$25000 OR MORE,Liberal,None,Never,Good,HARDLY ANY,Very satisfied,Working class,None,2,Favor,None,None,None,1,Higher power,1,5,NO,6,Bisexual,WHITE,Ballot b,7,None
2022,2579,1,None,Divorced,3,61,14,MALE,White,$25000 OR MORE,Slightly liberal,None,About once or twice a year,Good,None,Moderately satisfied,Working class,None,2,Favor,NOT WRONG AT ALL,None,None,2,None,1,14,NO,0,None,WHITE,Ballot a,7,None
2022,2580,1,None,Married,2,52,16,MALE,White,$25000 OR MORE,Liberal,None,Never,Good,A GREAT DEAL,Very satisfied,Middle class,YES,None,None,NOT WRONG AT ALL,None,None,None,Don't know  no way to find out,None,3,NO,0,Heterosexual or straight,WHITE,Ballot c,9,None
2022,2581,1,None,Never married,1,39,14,MALE,White,$8000 TO 9999,None,Protestant,Never,Excellent,None,Very satisfied,Working class,NO,None,Favor,ALWAYS WRONG,None,None,2,None,7,15,NO,0,None,WHITE,Ballot a,8,None
2022,2582,5,None,Widowed,0,80,12,FEMALE,White,None,Conservative,Protestant,About once a month,Good,HARDLY ANY,None,Middle class,None,2,Favor,None,None,None,10,No doubts,1,None,None,None,Heterosexual or straight,WHITE,Ballot b,None,None
2022,2583,1,None,Divorced,3,54,20,MALE,White,$25000 OR MORE,Conservative,Protestant,Less than once a year,Good,HARDLY ANY,Moderately satisfied,Middle class,None,None,None,NOT WRONG AT ALL,None,None,None,Believe with doubts,None,1,NO,0,Heterosexual or straight,WHITE,Ballot c,7,Only some confidence
2022,2584,5,None,Never married,0,71,16,FEMALE,White,None,Liberal,Protestant,About once or twice a year,Good,ONLY SOME,None,Middle class,None,None,None,NOT WRONG AT ALL,None,None,None,Believe with doubts,None,None,None,None,Heterosexual or straight,WHITE,Ballot c,None,A great deal of confidence
2022,2585,4,None,Divorced,0,55,13,MALE,Other,$25000 OR MORE,Moderate  middle of the road,Protestant,Never,Fair,None,Very satisfied,Working class,None,2,Favor,NOT WRONG AT ALL,None,None,0,None,0,None,None,None,None,AMERICAN INDIAN OR ALASKA NATIVE,Ballot a,None,Hardly any confidence at all
2022,2586,1,None,Never married,3,29,12,FEMALE,White,$25000 OR MORE,Moderate  middle of the road,None,Never,Good,None,Moderately satisfied,Working class,None,3,Favor,NOT WRONG AT ALL,None,None,0,None,40,1,NO,0,None,WHITE,Ballot a,8,None
2022,2587,1,None,Never married,0,21,13,MALE,White,None,Moderate  middle of the road,Protestant,Several times a week,Excellent,None,Moderately satisfied,Working class,NO,2,Favor,ALWAYS WRONG,None,None,0,None,0,4,NO,0,None,WHITE,Ballot a,8,Hardly any confidence at all
2022,2588,5,None,Married,3,75,20,FEMALE,White,None,Conservative,Protestant,Nearly every week,Fair,HARDLY ANY,None,Middle class,NO,None,None,ALWAYS WRONG,None,None,None,No doubts,None,None,None,None,Heterosexual or straight,WHITE,Ballot c,None,None
2022,2589,5,None,Married,2,68,12,FEMALE,White,None,Slightly liberal,Protestant,Nearly every week,Excellent,ONLY SOME,None,Middle class,YES,None,None,ALMST ALWAYS WRG,None,None,None,No doubts,None,None,None,None,Heterosexual or straight,WHITE,Ballot c,None,Only some confidence
2022,2590,5,None,Widowed,2,75,16,MALE,White,None,Conservative,Catholic,Every week,Excellent,HARDLY ANY,None,Middle class,None,4,Favor,None,None,None,8,No doubts,1,None,None,None,Heterosexual or straight,WHITE,Ballot b,None,None
2022,2591,5,None,Widowed,2,74,17,FEMALE,White,None,Slightly liberal,Protestant,Several times a year,Good,ONLY SOME,None,Middle class,None,2,Favor,None,None,None,5,None,1,None,None,None,Heterosexual or straight,WHITE,Ballot b,None,None
2022,2592,5,None,Married,2,74,14,FEMALE,White,None,Slightly liberal,Protestant,About once or twice a year,Fair,None,None,Working class,YES,3,Oppose,NOT WRONG AT ALL,None,None,3,None,1,None,None,None,None,WHITE,Ballot a,None,None
2022,2593,5,None,Divorced,2,72,12,MALE,White,None,Conservative,Protestant,Several times a year,Good,HARDLY ANY,None,Working class,None,None,None,ALWAYS WRONG,None,None,None,No doubts,None,None,None,None,Heterosexual or straight,WHITE,Ballot c,None,None
2022,2594,7,None,Married,1,43,15,FEMALE,White,None,Moderate  middle of the road,None,Never,Good,HARDLY ANY,Moderately satisfied,Working class,YES,None,None,NOT WRONG AT ALL,None,None,None,Don't know  no way to find out,None,None,None,None,Heterosexual or straight,WHITE,Ballot c,None,Only some confidence
2022,2595,1,None,Married,2,47,12,MALE,White,$25000 OR MORE,Conservative,Protestant,Every week,Excellent,HARDLY ANY,Moderately satisfied,Working class,None,None,None,ALWAYS WRONG,None,None,None,No doubts,None,5,NO,0,Heterosexual or straight,WHITE,Ballot c,None,Hardly any confidence at all
2022,2596,1,None,Never married,0,37,18,FEMALE,White,$25000 OR MORE,Conservative,Protestant,Every week,Excellent,ONLY SOME,Moderately satisfied,Working class,NO,None,None,ALWAYS WRONG,None,None,None,No doubts,None,3,NO,-97,Heterosexual or straight,WHITE,Ballot c,None,Only some confidence
2022,2597,1,None,Married,2,52,12,FEMALE,White,$25000 OR MORE,Moderate  middle of the road,Protestant,Every week,Excellent,ONLY SOME,Moderately satisfied,Working class,None,2,Favor,None,None,None,1,No doubts,0,3,NO,0,Heterosexual or straight,WHITE,Ballot b,None,None
2022,2598,5,None,Married,2,65,16,MALE,White,None,Conservative,Protestant,Several times a year,Good,None,None,Working class,NO,2,Favor,ALWAYS WRONG,None,None,2,None,0,None,None,None,None,WHITE,Ballot a,None,None
2022,2599,2,None,Divorced,0,63,15,MALE,Other,None,Conservative,Protestant,2-3 times a month,Good,None,Very satisfied,Working class,NO,4,Oppose,ALWAYS WRONG,None,None,4,None,0,4,NO,0,None,SOME OTHER RACE,Ballot a,8,Only some confidence
2022,2600,4,None,Divorced,5,36,11,FEMALE,White,$25000 OR MORE,Conservative,Christian,Several times a year,Excellent,HARDLY ANY,Very dissatisfied,Working class,None,None,None,NOT WRONG AT ALL,None,None,None,No doubts,None,None,None,None,Heterosexual or straight,WHITE,Ballot c,None,None
2022,2601,1,None,Never married,0,25,16,FEMALE,White,$25000 OR MORE,Moderate  middle of the road,Protestant,Never,Excellent,ONLY SOME,Very satisfied,Middle class,None,None,Favor,None,None,None,1,Believe with doubts,2,6,NO,4,None,WHITE,Ballot b,9,Only some confidence
2022,2602,5,None,Married,2,73,14,MALE,White,None,Slightly liberal,Catholic,Every week,Fair,None,None,Working class,NO,None,None,ALWAYS WRONG,None,None,5,None,0,None,None,None,None,WHITE,Ballot a,None,None
2022,2603,1,None,Married,2,56,12,MALE,White,$25000 OR MORE,Moderate  middle of the road,Protestant,Never,Good,HARDLY ANY,Very satisfied,Middle class,None,2,Favor,None,None,None,15,Believe sometimes,20,8,NO,0,Heterosexual or straight,WHITE,Ballot b,None,None
2022,2604,1,None,Never married,3,43,13,MALE,White,None,Extremely conservative,None,Never,Fair,HARDLY ANY,Very dissatisfied,Working class,None,2,Favor,None,None,None,2,Don't believe,30,4,NO,30,None,WHITE,Ballot b,4,None
2022,2605,2,None,Never married,0,18,12,FEMALE,White,$7000 TO 7999,Extremely liberal,None,Never,Good,None,Very satisfied,Working class,None,None,Favor,NOT WRONG AT ALL,None,None,4,None,0,8,NO,10,None,WHITE,Ballot a,8,A great deal of confidence
2022,2606,5,None,Never married,0,67,16,FEMALE,White,None,Moderate  middle of the road,Catholic,About once a month,Fair,HARDLY ANY,None,Lower class,None,3,Favor,None,None,None,3,No doubts,3,None,None,None,None,WHITE,Ballot b,None,None
2022,2607,1,None,Married,2,40,12,MALE,White,$25000 OR MORE,Slightly conservative,None,Never,Fair,HARDLY ANY,Very dissatisfied,Working class,None,2,Favor,None,None,None,2,Don't know  no way to find out,1,0,NO,5,None,WHITE,Ballot b,6,None
2022,2608,5,None,Never married,0,64,12,MALE,White,None,Conservative,Protestant,Never,Good,HARDLY ANY,None,Lower class,NO,None,None,ALWAYS WRONG,None,None,None,Believe with doubts,None,None,None,None,Heterosexual or straight,WHITE,Ballot c,None,Only some confidence
2022,2609,5,None,Married,1,59,16,FEMALE,White,None,Conservative,Catholic,Never,Good,None,None,Middle class,NO,3,Favor,NOT WRONG AT ALL,None,None,9,None,1,None,None,None,None,WHITE,Ballot a,None,Hardly any confidence at all
2022,2610,5,None,Divorced,2,74,12,FEMALE,White,None,Moderate  middle of the road,Protestant,Never,Good,ONLY SOME,None,Middle class,YES,None,None,NOT WRONG AT ALL,None,None,None,Higher power,None,None,None,None,Heterosexual or straight,WHITE,Ballot c,None,None
2022,2611,7,None,Widowed,5,66,12,FEMALE,Black,$20000 - 24999,Moderate  middle of the road,Protestant,Less than once a year,Fair,ONLY SOME,Very satisfied,Lower class,None,None,Favor,None,None,None,5,No doubts,0,None,None,None,Heterosexual or straight,BLACK OR AFRICAN AMERICAN,Ballot b,None,None
2022,2612,5,None,Widowed,2,83,12,FEMALE,White,None,Moderate  middle of the road,Protestant,Nearly every week,Excellent,A GREAT DEAL,None,Middle class,None,None,None,NOT WRONG AT ALL,None,None,None,No doubts,None,None,None,None,Heterosexual or straight,WHITE,Ballot c,None,A great deal of confidence
2022,2613,1,None,Married,2,54,16,MALE,White,$25000 OR MORE,Slightly conservative,Protestant,Several times a year,Excellent,HARDLY ANY,Moderately satisfied,Working class,None,2,Oppose,None,None,None,2,No doubts,8,1,NO,0,None,WHITE,Ballot b,7,None
2022,2614,5,None,Widowed,3,80,13,FEMALE,White,None,Moderate  middle of the road,None,Every week,Good,None,None,Middle class,None,3,Favor,None,None,None,3,Believe with doubts,None,None,None,None,None,WHITE,Ballot b,None,None
2022,2615,5,None,Married,2,72,15,MALE,White,None,Moderate  middle of the road,Protestant,Every week,Good,None,None,Middle class,NO,3,Favor,ALWAYS WRONG,None,None,6,None,0,None,None,None,None,WHITE,Ballot a,None,Only some confidence
2022,2616,5,None,Married,6,68,12,MALE,White,None,Conservative,Catholic,Never,Fair,ONLY SOME,None,Middle class,None,2,Favor,None,None,None,10,No doubts,14,None,None,None,None,WHITE,Ballot b,None,None
2022,2617,5,None,Separated,3,68,12,FEMALE,White,None,Moderate  middle of the road,Protestant,Never,Fair,HARDLY ANY,None,Lower class,None,2,Favor,None,None,None,10,Higher power,0,None,None,None,Heterosexual or straight,WHITE,Ballot b,None,Hardly any confidence at all
2022,2618,5,None,Divorced,0,64,13,MALE,White,None,Conservative,Catholic,Never,Fair,None,None,Middle class,None,1,Favor,ALWAYS WRONG,None,None,3,None,10,None,None,None,None,WHITE,Ballot a,None,Hardly any confidence at all
2022,2619,1,None,Never married,0,26,12,MALE,White,$25000 OR MORE,Conservative,Catholic,Less than once a year,Excellent,None,Moderately satisfied,Working class,None,0,Favor,NOT WRONG AT ALL,None,None,0,None,0,4,NO,0,None,WHITE,Ballot a,9,None
2022,2620,8,None,Married,2,39,13,MALE,White,$10000 - 14999,Moderate  middle of the road,Protestant,Every week,Fair,HARDLY ANY,None,Working class,None,None,Favor,None,None,None,1,No doubts,1,None,None,None,None,WHITE,Ballot b,None,None
2022,2621,1,None,Divorced,1,52,18,FEMALE,White,None,Slightly conservative,Catholic,Less than once a year,Good,HARDLY ANY,Very satisfied,Working class,None,2,Favor,None,None,None,10,No doubts,60,3,NO,2,None,WHITE,Ballot b,8,None
2022,2622,5,None,Married,3,60,17,MALE,Black,None,Slightly liberal,Protestant,Nearly every week,Good,A GREAT DEAL,None,Middle class,None,3,Favor,None,None,None,4,No doubts,3,None,None,None,Heterosexual or straight,BLACK OR AFRICAN AMERICAN,Ballot b,None,A great deal of confidence
2022,2623,7,None,Never married,0,23,12,FEMALE,White,None,Liberal,Protestant,Several times a year,Good,None,Moderately satisfied,Lower class,None,2,Favor,NOT WRONG AT ALL,None,None,None,None,5,None,None,None,None,WHITE,Ballot a,None,Only some confidence
2022,2624,1,None,Married,1,31,17,MALE,White,$25000 OR MORE,Moderate  middle of the road,Catholic,About once or twice a year,Good,HARDLY ANY,Very satisfied,Middle class,None,3,Favor,None,None,None,1,Higher power,2,1,NO,4,None,WHITE,Ballot b,Best possible state,None
2022,2625,5,None,Married,3,72,12,FEMALE,White,None,Slightly conservative,Catholic,Less than once a year,Excellent,HARDLY ANY,None,Working class,None,None,None,ALMST ALWAYS WRG,None,None,None,Believe with doubts,None,None,None,None,Heterosexual or straight,WHITE,Ballot c,None,A great deal of confidence
2022,2626,1,None,Married,1,43,13,MALE,White,None,Moderate  middle of the road,None,Never,Good,ONLY SOME,Very satisfied,Working class,None,2,Favor,None,None,None,2,Don't know  no way to find out,2,2,NO,0,Heterosexual or straight,WHITE,Ballot b,8,Only some confidence
2022,2627,2,None,Married,2,31,14,FEMALE,White,$10000 - 14999,Slightly conservative,Protestant,Every week,Good,ONLY SOME,Very satisfied,Working class,None,3,None,None,None,None,2,No doubts,0,0,NO,0,Heterosexual or straight,WHITE,Ballot b,Best possible state,None
2022,2628,1,None,Never married,0,40,16,MALE,Other,$25000 OR MORE,Moderate  middle of the road,Catholic,About once or twice a year,Good,HARDLY ANY,Moderately satisfied,Middle class,None,3,Favor,None,None,None,4,Higher power,5,4,NO,0,Heterosexual or straight,FILIPINO,Ballot b,9,Hardly any confidence at all
2022,2629,5,None,Married,1,76,6,MALE,White,None,Conservative,Catholic,About once or twice a year,Good,None,None,Lower class,None,3,Favor,None,None,None,8,Don't believe,0,None,None,None,Heterosexual or straight,WHITE,Ballot b,None,None
2022,2630,1,None,Never married,0,21,12,MALE,Black,None,Moderate  middle of the road,None,About once or twice a year,Fair,HARDLY ANY,Moderately satisfied,Working class,None,2,Favor,None,None,None,1,Higher power,10,5,NO,20,None,BLACK OR AFRICAN AMERICAN,Ballot b,5,None
2022,2631,8,None,Divorced,2,51,4,FEMALE,White,None,Slightly conservative,Protestant,Less than once a year,Poor,A GREAT DEAL,None,Middle class,NO,None,None,NOT WRONG AT ALL,None,None,None,No doubts,None,None,None,None,Heterosexual or straight,WHITE,Ballot c,None,None
2022,2632,1,None,Never married,0,38,13,MALE,White,$25000 OR MORE,Moderate  middle of the road,Orthodox-christian,Less than once a year,Good,HARDLY ANY,A little dissatisfied,Working class,None,None,Favor,None,None,None,2,Believe sometimes,0,6,NO,3,None,WHITE,Ballot b,7,None
2022,2633,5,None,Widowed,2,78,12,FEMALE,White,None,Slightly conservative,None,Every week,Fair,HARDLY ANY,None,None,NO,None,None,ALWAYS WRONG,None,None,None,Higher power,None,None,None,None,Heterosexual or straight,WHITE,Ballot c,None,None
2022,2634,8,None,Never married,4,30,12,FEMALE,Black,None,Moderate  middle of the road,Protestant,Less than once a year,Excellent,ONLY SOME,None,Middle class,None,2,Favor,None,None,None,2,No doubts,41,None,None,None,Heterosexual or straight,BLACK OR AFRICAN AMERICAN,Ballot b,None,None
2022,2635,2,None,Never married,6,25,11,FEMALE,White,$10000 - 14999,Conservative,None,About once or twice a year,Fair,HARDLY ANY,Very satisfied,Lower class,YES,None,None,NOT WRONG AT ALL,None,None,None,Higher power,None,4,NO,30,Heterosexual or straight,WHITE,Ballot c,7,Hardly any confidence at all
2022,2636,2,None,Never married,4,34,9,FEMALE,Black,$1000 TO 2999,Moderate  middle of the road,Protestant,About once or twice a year,Fair,ONLY SOME,A little dissatisfied,Middle class,None,None,None,NOT WRONG AT ALL,None,None,None,Believe with doubts,None,0,NO,30,Bisexual,BLACK OR AFRICAN AMERICAN,Ballot c,5,None
2022,2637,3,50,Never married,2,24,9,MALE,White,$15000 - 19999,Slightly conservative,Catholic,Several times a year,Fair,None,Moderately satisfied,Working class,NO,2,Favor,ALWAYS WRONG,None,None,1,None,1,5,NO,0,None,WHITE,Ballot a,5,None
2022,2638,2,None,Never married,0,30,14,FEMALE,Black,$25000 OR MORE,Slightly conservative,None,Never,Good,HARDLY ANY,Moderately satisfied,Middle class,None,2,Oppose,None,None,None,4,Higher power,5,4,NO,0,None,BLACK OR AFRICAN AMERICAN,Ballot b,7,Hardly any confidence at all
2022,2639,7,None,Widowed,1,59,13,FEMALE,White,$10000 - 14999,Moderate  middle of the road,None,Never,Fair,HARDLY ANY,Moderately satisfied,Working class,None,None,None,NOT WRONG AT ALL,None,None,None,Believe with doubts,None,None,None,None,Heterosexual or straight,WHITE,Ballot c,None,None
2022,2640,1,None,Married,2,42,16,FEMALE,White,None,Moderate  middle of the road,Catholic,About once or twice a year,Excellent,HARDLY ANY,A little dissatisfied,Working class,YES,None,None,NOT WRONG AT ALL,None,None,None,Believe with doubts,None,2,NO,1,Heterosexual or straight,WHITE,Ballot c,8,Hardly any confidence at all
2022,2641,1,None,Married,2,None,14,FEMALE,White,$25000 OR MORE,Moderate  middle of the road,None,Never,Good,ONLY SOME,Moderately satisfied,Middle class,None,None,Favor,None,None,None,3,Higher power,6,4,NO,0,None,WHITE,Ballot b,8,None
2022,2642,1,None,Married,1,43,15,MALE,White,$25000 OR MORE,Slightly liberal,None,Less than once a year,Excellent,ONLY SOME,Very satisfied,Upper class,YES,None,None,NOT WRONG AT ALL,None,None,None,Don't believe,None,2,NO,0,Heterosexual or straight,WHITE,Ballot c,None,None
2022,2643,1,None,Divorced,0,58,16,FEMALE,White,$25000 OR MORE,Liberal,Protestant,About once or twice a year,Good,None,Very satisfied,Middle class,None,None,Favor,NOT WRONG AT ALL,None,None,6,None,10,5,NO,2,None,WHITE,Ballot a,8,A great deal of confidence
2022,2644,1,None,Married,2,36,18,FEMALE,White,$25000 OR MORE,Extremely liberal,None,About once a month,Good,ONLY SOME,Moderately satisfied,Working class,YES,None,None,NOT WRONG AT ALL,None,None,None,Believe with doubts,None,3,NO,10,Heterosexual or straight,WHITE,Ballot c,7,None
2022,2645,1,None,Never married,0,34,12,MALE,White,$20000 - 24999,Moderate  middle of the road,None,Never,Fair,HARDLY ANY,Very satisfied,Working class,YES,None,None,NOT WRONG AT ALL,None,None,None,Believe with doubts,None,4,NO,20,Gay  lesbian  or homosexual,WHITE,Ballot c,5,None
2022,2646,1,None,Never married,0,30,14,MALE,White,None,Moderate  middle of the road,None,Less than once a year,Fair,HARDLY ANY,Moderately satisfied,Working class,None,2,Favor,None,None,None,6,Higher power,0,6,NO,0,Heterosexual or straight,WHITE,Ballot b,6,None
2022,2647,5,None,Married,6,66,16,FEMALE,Black,None,Slightly conservative,Catholic,Several times a week,Good,ONLY SOME,None,Working class,None,6,Favor,None,None,None,4,No doubts,7,None,None,None,Heterosexual or straight,BLACK OR AFRICAN AMERICAN,Ballot b,None,None
2022,2648,1,None,Married,4,62,12,FEMALE,Other,None,Liberal,Catholic,Never,Fair,A GREAT DEAL,Very satisfied,Lower class,None,4,Favor,None,None,None,10,No doubts,0,0,NO,3,None,HISPANIC,Ballot b,Best possible state,None
2022,2649,1,None,Married,2,47,16,MALE,Other,$25000 OR MORE,Liberal,None,Never,Fair,None,A little dissatisfied,Working class,YES,2,Favor,NOT WRONG AT ALL,None,None,2,None,6,1,NO,10,None,VIETNAMESE,Ballot a,7,None
2022,2650,1,None,Married,2,35,18,MALE,White,$25000 OR MORE,Extremely liberal,None,Never,Fair,None,A little dissatisfied,Middle class,YES,None,Favor,NOT WRONG AT ALL,None,None,6,None,20,1,NO,20,None,WHITE,Ballot a,8,None
2022,2651,1,None,Married,2,52,20,FEMALE,White,$25000 OR MORE,Slightly conservative,Protestant,Every week,Good,None,Very satisfied,Middle class,NO,None,Oppose,ALWAYS WRONG,None,None,0,None,7,2,NO,4,None,WHITE,Ballot a,9,Hardly any confidence at all
2022,2652,1,None,Married,1,43,16,MALE,White,$25000 OR MORE,Slightly liberal,Protestant,Every week,Good,HARDLY ANY,A little dissatisfied,Middle class,YES,None,None,NOT WRONG AT ALL,None,None,None,Believe with doubts,None,3,NO,3,Heterosexual or straight,WHITE,Ballot c,9,A great deal of confidence
2022,2653,1,None,Married,2,42,19,FEMALE,White,$25000 OR MORE,Liberal,Catholic,2-3 times a month,Good,None,Moderately satisfied,Middle class,None,2,Favor,NOT WRONG AT ALL,None,None,1,None,12,2,NO,0,None,WHITE,Ballot a,Best possible state,Only some confidence
2022,2654,1,None,Married,3,35,14,MALE,White,$25000 OR MORE,Conservative,Protestant,About once a month,Excellent,HARDLY ANY,Very satisfied,Working class,None,None,None,ALWAYS WRONG,None,None,None,No doubts,None,1,NO,0,Heterosexual or straight,WHITE,Ballot c,Best possible state,None
2022,2655,5,None,Married,1,67,12,MALE,White,$10000 - 14999,Moderate  middle of the road,Protestant,Never,Good,A GREAT DEAL,None,Working class,None,None,None,NOT WRONG AT ALL,None,None,None,Higher power,None,None,None,None,Heterosexual or straight,WHITE,Ballot c,None,Only some confidence
2022,2656,7,None,Married,3,33,13,MALE,White,$25000 OR MORE,None,None,Never,Good,None,Very satisfied,Middle class,YES,None,Favor,NOT WRONG AT ALL,None,None,1,None,1,None,None,None,None,WHITE,Ballot a,None,None
2022,2657,1,None,Married,3,66,13,FEMALE,White,$25000 OR MORE,Liberal,Protestant,Never,Excellent,None,Moderately satisfied,Working class,None,2,Favor,NOT WRONG AT ALL,None,None,4,None,0,4,NO,0,None,WHITE,Ballot a,8,None
2022,2658,1,None,Married,2,48,17,MALE,White,$25000 OR MORE,Conservative,Catholic,About once a month,Good,HARDLY ANY,Moderately satisfied,Middle class,None,None,Favor,None,None,None,2,Believe with doubts,12,4,NO,0,None,WHITE,Ballot b,9,A great deal of confidence
2022,2659,1,None,Married,2,45,16,MALE,White,None,Slightly liberal,None,Never,Good,HARDLY ANY,Very satisfied,Working class,None,2,Favor,None,None,None,1,Don't believe,20,1,NO,0,Heterosexual or straight,WHITE,Ballot b,8,None
2022,2660,5,None,Married,2,84,16,FEMALE,White,None,Liberal,Jewish,Never,Good,ONLY SOME,None,Middle class,None,None,Favor,None,None,None,2,Don't know  no way to find out,15,None,None,None,Heterosexual or straight,WHITE,Ballot b,None,A great deal of confidence
2022,2661,3,50,Married,2,48,19,FEMALE,White,$25000 OR MORE,Liberal,Protestant,Never,Excellent,ONLY SOME,Moderately satisfied,Middle class,YES,None,None,NOT WRONG AT ALL,None,None,None,Higher power,None,5,NO,0,Heterosexual or straight,WHITE,Ballot c,9,None
2022,2662,6,None,Never married,0,28,19,MALE,White,None,Conservative,Catholic,Every week,Excellent,ONLY SOME,None,Middle class,None,None,None,ALWAYS WRONG,None,None,None,Believe with doubts,None,None,None,None,Heterosexual or straight,WHITE,Ballot c,None,A great deal of confidence
2022,2663,1,None,Never married,0,26,16,MALE,White,$25000 OR MORE,Slightly liberal,Catholic,Several times a year,Good,ONLY SOME,Moderately satisfied,Upper class,None,3,Favor,None,None,None,2,No doubts,3,4,NO,5,Heterosexual or straight,WHITE,Ballot b,9,None
2022,2664,7,None,Widowed,2,61,14,FEMALE,White,None,Slightly conservative,Protestant,2-3 times a month,Good,None,Very satisfied,Middle class,None,2,Favor,NOT WRONG AT ALL,None,None,1,None,2,None,None,None,None,WHITE,Ballot a,None,None
2022,2665,5,None,Divorced,0,76,10,MALE,White,None,Moderate  middle of the road,Protestant,Never,Good,HARDLY ANY,None,Lower class,None,2,Favor,None,None,None,0,No doubts,1,None,None,None,None,WHITE,Ballot b,None,None
2022,2666,6,None,Never married,0,21,15,MALE,White,$10000 - 14999,Slightly liberal,Protestant,Several times a year,Excellent,None,None,Middle class,YES,3,Favor,NOT WRONG AT ALL,None,None,0,None,1,None,None,None,None,WHITE,Ballot a,None,A great deal of confidence
2022,2667,2,None,Divorced,4,66,19,FEMALE,White,$10000 - 14999,Slightly liberal,Catholic,Several times a year,Excellent,ONLY SOME,Moderately satisfied,Middle class,None,4,Favor,None,None,None,3,No doubts,4,15,NO,0,None,WHITE,Ballot b,9,Only some confidence
2022,2668,5,None,Married,3,83,19,FEMALE,White,None,Extremely liberal,Protestant,About once or twice a year,Good,ONLY SOME,None,Middle class,YES,None,None,NOT WRONG AT ALL,None,None,None,Higher power,None,None,None,None,Heterosexual or straight,WHITE,Ballot c,None,A great deal of confidence
2022,2669,6,None,Never married,0,20,14,FEMALE,Other,None,Moderate  middle of the road,Orthodox-christian,About once or twice a year,Poor,None,None,Middle class,None,3,Favor,NOT WRONG AT ALL,None,None,6,None,3,None,None,None,None,SOME OTHER RACE,Ballot a,None,Only some confidence
2022,2670,5,None,Married,1,77,16,MALE,White,None,Liberal,None,Never,Excellent,ONLY SOME,None,Middle class,None,None,None,NOT WRONG AT ALL,None,None,None,Don't know  no way to find out,None,None,None,None,Heterosexual or straight,WHITE,Ballot c,None,A great deal of confidence
2022,2671,1,None,Married,2,54,19,MALE,White,$25000 OR MORE,Liberal,None,Never,Good,None,Very satisfied,Middle class,YES,None,Favor,NOT WRONG AT ALL,None,None,2,None,4,4,NO,10,None,WHITE,Ballot a,9,A great deal of confidence
2022,2672,1,None,Married,0,36,19,FEMALE,White,$25000 OR MORE,Liberal,Catholic,Nearly every week,Good,None,Moderately satisfied,Upper class,YES,2,Favor,NOT WRONG AT ALL,None,None,2,None,10,3,NO,10,None,WHITE,Ballot a,8,None
2022,2673,5,None,Married,2,68,12,MALE,White,None,Conservative,Protestant,Never,Good,HARDLY ANY,None,Lower class,None,None,None,ALWAYS WRONG,None,None,None,No doubts,None,None,None,None,Heterosexual or straight,WHITE,Ballot c,None,Only some confidence
2022,2674,1,None,Divorced,4,62,12,FEMALE,White,$25000 OR MORE,Moderate  middle of the road,Catholic,Several times a year,Good,ONLY SOME,A little dissatisfied,Working class,None,None,Favor,None,None,None,2,No doubts,5,4,NO,2,Heterosexual or straight,WHITE,Ballot b,9,A great deal of confidence
2022,2675,2,None,Never married,0,70,12,FEMALE,White,$10000 - 14999,Slightly conservative,Protestant,Several times a year,Excellent,HARDLY ANY,Very satisfied,Working class,None,2,Favor,None,None,None,3,Believe with doubts,2,12,NO,0,None,WHITE,Ballot b,Best possible state,None
2022,2676,6,None,Divorced,4,42,12,FEMALE,White,$1000 TO 2999,Moderate  middle of the road,Protestant,About once or twice a year,Good,ONLY SOME,None,Lower class,None,None,Favor,None,None,None,4,Believe with doubts,1,None,None,None,Heterosexual or straight,WHITE,Ballot b,None,None
2022,2677,3,38,Divorced,3,46,14,FEMALE,White,$25000 OR MORE,Slightly conservative,Protestant,About once or twice a year,Poor,HARDLY ANY,Very satisfied,Middle class,None,3,Favor,None,None,None,4,No doubts,1,2,NO,10,Heterosexual or straight,WHITE,Ballot b,6,None
2022,2678,1,None,Divorced,3,43,16,MALE,White,$25000 OR MORE,Slightly conservative,Catholic,Less than once a year,Good,ONLY SOME,Very satisfied,Working class,None,None,None,NOT WRONG AT ALL,None,None,None,No doubts,None,5,NO,1,Heterosexual or straight,WHITE,Ballot c,9,None
2022,2679,7,None,Married,1,27,12,FEMALE,White,None,Conservative,Protestant,Never,Excellent,ONLY SOME,Very satisfied,Upper class,None,None,None,ALWAYS WRONG,None,None,None,No doubts,None,None,None,None,Heterosexual or straight,WHITE,Ballot c,None,None
2022,2680,8,None,Divorced,3,40,12,MALE,None,None,None,None,Never,Good,HARDLY ANY,None,None,None,None,None,None,None,None,None,Don't believe,None,None,None,None,Heterosexual or straight,None,Ballot c,None,None
2022,2681,5,None,Married,2,72,14,FEMALE,White,None,Liberal,Protestant,Never,Fair,None,None,Working class,NO,None,Favor,NOT WRONG AT ALL,None,None,8,None,4,None,None,None,None,WHITE,Ballot a,None,A great deal of confidence
